post_id,title,url,code,country,category,process,issue_fish_in_meat_context,issue_cheese_in_meat_context,issue_generic_swine_fish_combo,issue_wrong_no_casing_for_sausage,issue_casing_for_whole_cut,issue_generic_text,issue_dirty_title,issue_type_sir,issue_review_food_group,issue_count,recommendation
3183,"KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA)",https://drycured.com/recepti-baza/kiebasa-wedzona-dimljena-poljska-kobasica/,MD-KIE_BASA_W_DZONA_DIMLJENA_POLJSKA_KOBASICA,Poljska,"Suha kobasica",dimljenje,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3185,"Presunto de Porco Preto (Pršut od Crne Iberijske Svinje)",https://drycured.com/recepti-baza/presunto-de-porco-preto-prsut-od-crne-iberijske-svinje/,MD-PRESUNTO_DE_PORCO_PRETO_PRSUT_OD_CRNE_IBERIJSKE_SVINJE,,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3189,"Posyrti (Ποσυρτή) - Ciparska suha kobasica s divljim biljem",https://drycured.com/recepti-baza/posyrti-ciparska-suha-kobasica-s-divljim-biljem/,MD-POSYRTI_CIPARSKA_SUHA_KOBASICA_S_DIVLJIM_BILJEM,Cipar,"Suha kobasica","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3190,"Afelia Pastarma (Αφέλια Παστάρμα) - Ciparska marinirana goveđa pisanica",https://drycured.com/recepti-baza/afelia-pastarma-ciparska-marinirana-govea-pisanica/,MD-AFELIA_PASTARMA_CIPARSKA_MARINIRANA_GOVEDA_PISANICA,Cipar,"suhomesnati proizvod",sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3191,"Ofto Lountza (Οφτή Λούντζα) - Ciparska zračno sušena janjetina",https://drycured.com/recepti-baza/ofto-lountza-ciparska-zracno-susena-janjetina/,MD-OFTO_LOUNTZA_CIPARSKA_ZRACNO_SUSENA_JANJETINA,Cipar,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3192,"Virovski ""Živi Čvarci""",https://drycured.com/recepti-baza/virovski-zivi-cvarci/,MD-VIROVSKI_ZIVI_CVARCI,,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3193,"Ludbreška ""Tajna Kobasica""",https://drycured.com/recepti-baza/ludbreska-tajna-kobasica/,MD-LUDBRESKA_TAJNA_KOBASICA,,"Suha kobasica",,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3194,"Đurđevački ""Zaboravljeni Š(p)ek""",https://drycured.com/recepti-baza/urevacki-zaboravljeni-s-p-ek/,MD-DURDEVACKI_ZABORAVLJENI_S_P_EK,,"suhomesnati proizvod",,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3195,"Pregradski ""Šumski Šaptat""",https://drycured.com/recepti-baza/pregradski-sumski-saptat/,MD-PREGRADSKI_SUMSKI_SAPTAT,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3196,"Križevački ""Začinski Vjetar""",https://drycured.com/recepti-baza/krizevacki-zacinski-vjetar/,MD-KRIZEVACKI_ZACINSKI_VJETAR,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3197,"Našički ""Ratarski Sjećaj""",https://drycured.com/recepti-baza/nasicki-ratarski-sjecaj/,MD-NASICKI_RATARSKI_SJECAJ,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3198,"Draževački ""Veteranski Sjećaj""",https://drycured.com/recepti-baza/drazevacki-veteranski-sjecaj/,MD-DRAZEVACKI_VETERANSKI_SJECAJ,,"suhomesnati proizvod",sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3199,"Kalničkog ""Gorski Trag""",https://drycured.com/recepti-baza/kalnickog-gorski-trag/,MD-KALNICKOG_GORSKI_TRAG,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3200,"Podravski ""Zaboravljeni Vrbovec""",https://drycured.com/recepti-baza/podravski-zaboravljeni-vrbovec/,MD-PODRAVSKI_ZABORAVLJENI_VRBOVEC,,"suhomesnati proizvod",,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3201,"Koprivnički ""Seoski Izvor""",https://drycured.com/recepti-baza/koprivnicki-seoski-izvor/,MD-KOPRIVNICKI_SEOSKI_IZVOR,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3202,"Đurđevački ""Ribarski Sjaj""",https://drycured.com/recepti-baza/urevacki-ribarski-sjaj/,MD-DURDEVACKI_RIBARSKI_SJAJ,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
3203,"Ludbreški ""Planinski Trag""",https://drycured.com/recepti-baza/ludbreski-planinski-trag/,MD-LUDBRESKI_PLANINSKI_TRAG,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3204,"Virovski ""Šumski Biseri""",https://drycured.com/recepti-baza/virovski-sumski-biseri/,MD-VIROVSKI_SUMSKI_BISERI,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3207,"Koryushka (Корюшка - Dimljena mala riba)",https://drycured.com/recepti-baza/koryushka-dimljena-mala-riba/,MD-KORYUSHKA_DIMLJENA_MALA_RIBA,Rusija,"dimljena riba","dimljenje + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
3210,"ARBROATH SMOKIES (DIMLJENA HARINGA)",https://drycured.com/recepti-baza/arbroath-smokies-dimljena-haringa/,MD-ARBROATH_SMOKIES_DIMLJENA_HARINGA,Škotska,"dimljena riba","vruće dimljenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3211,"Zgornjesavinjski želodec",https://drycured.com/recepti-baza/zgornjesavinjski-zelodec/,MD-ZGORNJESAVINJSKI_ZELODEC,Slovenija,"zreli mesni proizvod u prirodnom omotaču","punjenje + sušenje/zrenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3213,"Cecina de León - Sušena Goveđa Cecina",https://drycured.com/recepti-baza/cecina-de-leon-susena-govea-cecina/,MD-CECINA_DE_LEON_SUSENA_GOVEDA_CECINA,Španjolska,"Sušeni dimljeni cijeli komad","soljenje + dimljenje + zrenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3214,"Crnogorski Sudžuk",https://drycured.com/recepti-baza/crnogorski-sudzuk/,MD-CRNOGORSKI_SUDZUK,"Crna Gora","Suha kobasica","dimljenje + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3215,"SCHAFFHAUSER SCHÜBLIG (DIMLJENA GOVEĐA KOBASICA)",https://drycured.com/recepti-baza/schaffhauser-schublig-dimljena-govea-kobasica/,MD-SCHAFFHAUSER_SCHUBLIG_DIMLJENA_GOVEDA_KOBASICA,,"Suha kobasica","dimljenje + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3217,"Culatello di Zibello - Kulatelo iz Zibella",https://drycured.com/recepti-baza/culatello-di-zibello-kulatelo-iz-zibella/,MD-CULATELLO_DI_ZIBELLO_KULATELO_IZ_ZIBELLA,Italija,"sušeni dio svinjskog buta","soljenje + oblikovanje + zrenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3218,"PANCETTA ARROTOLATA",https://drycured.com/recepti-baza/pancetta-arrotolata/,MD-PANCETTA_ARROTOLATA,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3219,"Herzegovina Livanjska Devenica",https://drycured.com/recepti-baza/herzegovina-livanjska-devenica/,MD-HERZEGOVINA_LIVANJSKA_DEVENICA,,"suhomesnati proizvod",,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3222,"Mostarsko Zrno - Unikatna Mesna Kombinacija",https://drycured.com/recepti-baza/mostarsko-zrno-unikatna-mesna-kombinacija/,MD-MOSTARSKO_ZRNO_UNIKATNA_MESNA_KOMBINACIJA,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3223,"Etnografska studija kulinarskog naslijeđa",https://drycured.com/recepti-baza/etnografska-studija-kulinarskog-naslijea/,MD-ETNOGRAFSKA_STUDIJA_KULINARSKOG_NASLIJEDA,Hrvatska,"Kulen | trajna fermentirana kobasica",,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3224,"Polendvytsia (Полендвиця) - Sušeni svinjski file",https://drycured.com/recepti-baza/polendvytsia-suseni-svinjski-file/,MD-POLENDVYTSIA_SUSENI_SVINJSKI_FILE,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3225,"Shukhevychivska Kovbasa (Шухевичівська ковбаса) - Sušena kobasica s paprom",https://drycured.com/recepti-baza/shukhevychivska-kovbasa-susena-kobasica-s-paprom/,MD-SHUKHEVYCHIVSKA_KOVBASA_SUSENA_KOBASICA_S_PAPROM,Hrvatska,"Suha kobasica","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3226,"Miasnyi Khlib (М'ясний хліб) - Mesni kruh",https://drycured.com/recepti-baza/miasnyi-khlib-mesni-kruh/,MD-MIASNYI_KHLIB_MESNI_KRUH,,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3227,"Dimlenyi Yazyk (Димлений язик) - Dimljeni goveđi jezik",https://drycured.com/recepti-baza/dimlenyi-yazyk-dimljeni-govei-jezik/,MD-DIMLENYI_YAZYK_DIMLJENI_GOVEDI_JEZIK,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3228,"Salo (Сало) - Ukrajinska slanina",https://drycured.com/recepti-baza/salo-ukrajinska-slanina/,MD-SALO_UKRAJINSKA_SLANINA,Ukrajina,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3229,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",https://drycured.com/recepti-baza/domasnja-kovbasa-domaca-kobasica/,MD-DOMASNJA_KOVBASA_DOMACA_KOBASICA,Hrvatska,"Suha kobasica","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3230,"Buženina (Буженина) - Pečena i sušena svinjetina",https://drycured.com/recepti-baza/buzenina-pecena-i-susena-svinjetina/,MD-BUZENINA_PECENA_I_SUSENA_SVINJETINA,,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3232,"Solonina (Солонина) - Salamurena govedina",https://drycured.com/recepti-baza/solonina-salamurena-govedina/,MD-SOLONINA_SALAMURENA_GOVEDINA,Hrvatska,"suha salama","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3233,"Češnjovke 1.2021 – domaća varijanta",https://drycured.com/recepti-baza/e-njovke-1-2021-doma-a-varijanta/,NEW-CESNJOVKE-2021,Hrvatska,"Suha kobasica","daljnji postupak prema namjeni | miješano | mljeveno | punjeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3234,"Kranjska 1.2021 – domaća varijanta",https://drycured.com/recepti-baza/kranjska-1-2021-doma-a-varijanta/,NEW-KRANJSKA-2021,"Hrvatska | Slovenija","Suha kobasica","daljnji postupak prema namjeni | miješano | mljeveno | punjeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3236,"Pečena salamurena slanina s toplim dimom",https://drycured.com/recepti-baza/pe-ena-salamurena-slanina-s-toplim-dimom/,NEW-PECENA-SALAMURENA-SLANINA,Hrvatska,"suha salama","mokri pac | pečenje | toplo dimljenje",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3308,"Istarska kobasica",https://drycured.com/recepti-baza/hr-is-001-istarska-kobasica/,HR-IS-001,Hrvatska,"Suhe fermentirane kobasice","Fermentirano sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3309,"Rovinjska kobasica",https://drycured.com/recepti-baza/hr-is-002-rovinjska-kobasica/,HR-IS-002,Hrvatska,"Suhe fermentirane kobasice","Fermentirano sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3310,"Pazinska kobasica",https://drycured.com/recepti-baza/hr-is-003-pazinska-kobasica/,HR-IS-003,Hrvatska,"Suhe fermentirane kobasice","Fermentirano sušeno dimljeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3311,"Lička kobasica",https://drycured.com/recepti-baza/hr-li-001-licka-kobasica/,HR-LI-001,Hrvatska,"Suhe fermentirane kobasice","Fermentirano dimljeno sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3312,"Sinjska kobasica",https://drycured.com/recepti-baza/hr-da-001-sinjska-kobasica/,HR-DA-001,Hrvatska,"Suhe fermentirane kobasice","Fermentirano blago dimljeno sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3313,"Korčulanska kobasica",https://drycured.com/recepti-baza/hr-da-002-korculanska-kobasica/,HR-DA-002,Hrvatska,"Suhe fermentirane kobasice","Fermentirano nedimljeno sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3314,"Hvarska prstena kobasica",https://drycured.com/recepti-baza/hr-da-003-hvarska-prstena-kobasica/,HR-DA-003,Hrvatska,"Suhe fermentirane kobasice","Fermentirano sušeno (oblik prstena)",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3315,"Vrgorački kulen",https://drycured.com/recepti-baza/hr-da-004-vrgoracki-kulen/,HR-DA-004,Hrvatska,"Suhe fermentirane kobasice","Fermentirano dimljeno dugo sušeno",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
