Br.,Naziv recepta/proizvoda,Status za bazu,Razlog odluke,Skupina,Broj izvora,Oznake izvora,Izvorne datoteke
343,Sarma od kiselog kupusa sa mesom # 2,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
344,Sarma od kiselog kupusa sa mesom # 3,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
345,Sarma od kiselog kupusa sa pasuljem,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
346,Sarma od slatkog kupusa,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
347,Savijača od kupusa,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
348,Slikovito predjelo od svinjskih kobasica,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
349,Svinjetina na goranski način,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
350,Svinjetina u vinu,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
351,Svinjska rebra,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
352,Svinjska rebra s hrenom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
353,Svinjska slezena s maslinama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
354,Svinjske kobasice s krumpirom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
355,Svinjske kobasice s porilukom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
356,Svinjski bubrezi s gljivama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
357,Svinjski kare s lučicom i krumpirom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
358,Svinjski kotleti s gratiniranim krumpirom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
359,Svinjski kotleti s jabukama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
360,Svinjski kotleti sa sosom od kapara,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
361,Svinjski kotleti u umaku,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
362,Svinjski odresci u panadi od sira,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
363,Svinjski odresci u umaku od paprike i vrhnja,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
364,Szegedinski gulaš,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
365,Terezina štruca,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
366,Topli sendvič,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
367,Umak uz pečenje,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
368,Uštipci,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
369,Varivo od graška i dimljene slanine,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
370,Zimske punjene paprike sa slaninom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
371,Ćevapčići,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
372,Čarolija začina,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
373,Čuveni svinjokoljski paprikaš,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
374,Šareno iz tavice,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
375,Šunka u hlebnom testu,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
376,Šunka u tijestu,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
