post_id,title,url,code,valid_dcv5_profile,source_chars,heading_like_count,has_radni_sazetak,has_sastojci,has_postupak,has_crijeva_omotac,has_cesnjak,has_gotovo_je_kad,has_greske_rjesenja,has_cuvanje_posluzivanje,has_internal_or_dirty_title,likely_not_drycured_recipe,render_group
3201,"Koprivnički ""Seoski Izvor""",https://drycured.com/recepti-baza/koprivnicki-seoski-izvor/,MD-KOPRIVNICKI_SEOSKI_IZVOR,NO,3655,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3202,"Đurđevački ""Ribarski Sjaj""",https://drycured.com/recepti-baza/urevacki-ribarski-sjaj/,MD-DURDEVACKI_RIBARSKI_SJAJ,NO,3453,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3203,"Ludbreški ""Planinski Trag""",https://drycured.com/recepti-baza/ludbreski-planinski-trag/,MD-LUDBRESKI_PLANINSKI_TRAG,NO,3479,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3204,"Virovski ""Šumski Biseri""",https://drycured.com/recepti-baza/virovski-sumski-biseri/,MD-VIROVSKI_SUMSKI_BISERI,NO,3457,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3205,"PASTRAMĂ DE OAIE (Sušena ovčetina)",https://drycured.com/recepti-baza/pastrama-de-oaie-susena-ovcetina/,MD-PASTRAM_DE_OAIE_SUSENA_OVCETINA,YES,3796,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3206,"Basturma (Бастурма - Začinjeno sušeno goveđe meso)",https://drycured.com/recepti-baza/basturma-zacinjeno-suseno-govee-meso/,MD-BASTURMA_ZACINJENO_SUSENO_GOVEDE_MESO,YES,3808,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3207,"Koryushka (Корюшка - Dimljena mala riba)",https://drycured.com/recepti-baza/koryushka-dimljena-mala-riba/,MD-KORYUSHKA_DIMLJENA_MALA_RIBA,NO,3613,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3208,"Svinaya Vyrezka (Свиная вырезка - Sušeni svinjski file)",https://drycured.com/recepti-baza/svinaya-vyrezka-suseni-svinjski-file/,MD-SVINAYA_VYREZKA_SUSENI_SVINJSKI_FILE,YES,3737,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3210,"ARBROATH SMOKIES (DIMLJENA HARINGA)",https://drycured.com/recepti-baza/arbroath-smokies-dimljena-haringa/,MD-ARBROATH_SMOKIES_DIMLJENA_HARINGA,NO,3575,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3211,"Zgornjesavinjski želodec",https://drycured.com/recepti-baza/zgornjesavinjski-zelodec/,MD-ZGORNJESAVINJSKI_ZELODEC,NO,3801,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3212,"Lomo Embuchado - Začinjena Suha Svinjska Leđa",https://drycured.com/recepti-baza/lomo-embuchado-zacinjena-suha-svinjska-lea/,MD-LOMO_EMBUCHADO_ZACINJENA_SUHA_SVINJSKA_LEDA,YES,4025,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3213,"Cecina de León - Sušena Goveđa Cecina",https://drycured.com/recepti-baza/cecina-de-leon-susena-govea-cecina/,MD-CECINA_DE_LEON_SUSENA_GOVEDA_CECINA,NO,3857,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3214,"Crnogorski Sudžuk",https://drycured.com/recepti-baza/crnogorski-sudzuk/,MD-CRNOGORSKI_SUDZUK,NO,3982,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3215,"SCHAFFHAUSER SCHÜBLIG (DIMLJENA GOVEĐA KOBASICA)",https://drycured.com/recepti-baza/schaffhauser-schublig-dimljena-govea-kobasica/,MD-SCHAFFHAUSER_SCHUBLIG_DIMLJENA_GOVEDA_KOBASICA,NO,4312,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3216,"BÜNDNERFLEISCH (GRAUBÜNDENSKI SUŠENI GOVEĐI BUT)",https://drycured.com/recepti-baza/bundnerfleisch-graubundenski-suseni-govei-but/,MD-BUNDNERFLEISCH_GRAUBUNDENSKI_SUSENI_GOVEDI_BUT,YES,3517,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3217,"Culatello di Zibello - Kulatelo iz Zibella",https://drycured.com/recepti-baza/culatello-di-zibello-kulatelo-iz-zibella/,MD-CULATELLO_DI_ZIBELLO_KULATELO_IZ_ZIBELLA,NO,4044,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3218,"PANCETTA ARROTOLATA",https://drycured.com/recepti-baza/pancetta-arrotolata/,MD-PANCETTA_ARROTOLATA,NO,3542,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3219,"Herzegovina Livanjska Devenica",https://drycured.com/recepti-baza/herzegovina-livanjska-devenica/,MD-HERZEGOVINA_LIVANJSKA_DEVENICA,NO,3500,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3222,"Mostarsko Zrno - Unikatna Mesna Kombinacija",https://drycured.com/recepti-baza/mostarsko-zrno-unikatna-mesna-kombinacija/,MD-MOSTARSKO_ZRNO_UNIKATNA_MESNA_KOMBINACIJA,NO,3451,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3223,"Etnografska studija kulinarskog naslijeđa",https://drycured.com/recepti-baza/etnografska-studija-kulinarskog-naslijea/,MD-ETNOGRAFSKA_STUDIJA_KULINARSKOG_NASLIJEDA,NO,4001,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3224,"Polendvytsia (Полендвиця) - Sušeni svinjski file",https://drycured.com/recepti-baza/polendvytsia-suseni-svinjski-file/,MD-POLENDVYTSIA_SUSENI_SVINJSKI_FILE,NO,3596,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3225,"Shukhevychivska Kovbasa (Шухевичівська ковбаса) - Sušena kobasica s paprom",https://drycured.com/recepti-baza/shukhevychivska-kovbasa-susena-kobasica-s-paprom/,MD-SHUKHEVYCHIVSKA_KOVBASA_SUSENA_KOBASICA_S_PAPROM,NO,4353,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3226,"Miasnyi Khlib (М'ясний хліб) - Mesni kruh",https://drycured.com/recepti-baza/miasnyi-khlib-mesni-kruh/,MD-MIASNYI_KHLIB_MESNI_KRUH,NO,3902,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3227,"Dimlenyi Yazyk (Димлений язик) - Dimljeni goveđi jezik",https://drycured.com/recepti-baza/dimlenyi-yazyk-dimljeni-govei-jezik/,MD-DIMLENYI_YAZYK_DIMLJENI_GOVEDI_JEZIK,NO,3686,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3228,"Salo (Сало) - Ukrajinska slanina",https://drycured.com/recepti-baza/salo-ukrajinska-slanina/,MD-SALO_UKRAJINSKA_SLANINA,NO,3553,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3229,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",https://drycured.com/recepti-baza/domasnja-kovbasa-domaca-kobasica/,MD-DOMASNJA_KOVBASA_DOMACA_KOBASICA,NO,4276,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3230,"Buženina (Буженина) - Pečena i sušena svinjetina",https://drycured.com/recepti-baza/buzenina-pecena-i-susena-svinjetina/,MD-BUZENINA_PECENA_I_SUSENA_SVINJETINA,NO,3647,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3232,"Solonina (Солонина) - Salamurena govedina",https://drycured.com/recepti-baza/solonina-salamurena-govedina/,MD-SOLONINA_SALAMURENA_GOVEDINA,NO,4012,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3233,"Češnjovke 1.2021 – domaća varijanta",https://drycured.com/recepti-baza/e-njovke-1-2021-doma-a-varijanta/,NEW-CESNJOVKE-2021,NO,3916,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3234,"Kranjska 1.2021 – domaća varijanta",https://drycured.com/recepti-baza/kranjska-1-2021-doma-a-varijanta/,NEW-KRANJSKA-2021,NO,4117,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3236,"Pečena salamurena slanina s toplim dimom",https://drycured.com/recepti-baza/pe-ena-salamurena-slanina-s-toplim-dimom/,NEW-PECENA-SALAMURENA-SLANINA,NO,3820,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3308,"Istarska kobasica",https://drycured.com/recepti-baza/hr-is-001-istarska-kobasica/,HR-IS-001,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3309,"Rovinjska kobasica",https://drycured.com/recepti-baza/hr-is-002-rovinjska-kobasica/,HR-IS-002,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3310,"Pazinska kobasica",https://drycured.com/recepti-baza/hr-is-003-pazinska-kobasica/,HR-IS-003,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3311,"Lička kobasica",https://drycured.com/recepti-baza/hr-li-001-licka-kobasica/,HR-LI-001,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3312,"Sinjska kobasica",https://drycured.com/recepti-baza/hr-da-001-sinjska-kobasica/,HR-DA-001,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3313,"Korčulanska kobasica",https://drycured.com/recepti-baza/hr-da-002-korculanska-kobasica/,HR-DA-002,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3314,"Hvarska prstena kobasica",https://drycured.com/recepti-baza/hr-da-003-hvarska-prstena-kobasica/,HR-DA-003,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3315,"Vrgorački kulen",https://drycured.com/recepti-baza/hr-da-004-vrgoracki-kulen/,HR-DA-004,NO,5855,22,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
