post_id,status,title,url,country,category,process,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,content_has_markers,meta_has_markers,frontend_checked,frontend_http_code,frontend_bytes,frontend_has_markers,frontend_title_hits,risk_class
2081,private,"PÂTÉ DE CAMPAGNE BRETON",https://drycured.com/?post_type=dry_recipe&p=2081,Hrvatska,"suhomesnati proizvod",,4050,4050,0,7405,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2082,draft,"Loukaniko (Λουκάνικο)",https://drycured.com/?post_type=dry_recipe&p=2082,Grčka,Kobasice,Sušeno,0,0,0,6591,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2083,private,"Gračac Začinjena Panceta (Specifični sušeni vrat)",https://drycured.com/?post_type=dry_recipe&p=2083,Hrvatska,"svježa kobasica za pečenje","dimljenje + sušenje",3508,3508,0,4017,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2084,private,"Plitvice Začinska Slanina (Specifični začinjeni komad)",https://drycured.com/?post_type=dry_recipe&p=2084,Hrvatska,"svježa kobasica za pečenje","dimljenje + sušenje",3511,3511,0,4022,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2085,draft,"Maltežanska panceta (Pancetta Maltija)",https://drycured.com/?post_type=dry_recipe&p=2085,Malta,"Pancete i slanine",Sušeno,0,0,0,6226,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2086,publish,"Prekomurska Slaninska Rolada ""Trnčova""",https://drycured.com/recepti-baza/prekomurska-slaninska-rolada-trncova/,Hrvatska,"Sušeni dimljeni cijeli komad",Dimljeno|Sušeno|Zrelo,3340,3340,0,6587,YES,YES,YES,200,303270,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2087,private,"Podravska Krvavica",https://drycured.com/?post_type=dry_recipe&p=2087,Hrvatska,"suhomesnati proizvod",Dimljeno|Sušeno,3444,3444,0,4796,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2088,publish,"Koprivnička Kulen",https://drycured.com/recepti-baza/koprivnicka-kulen/,Hrvatska,"Kulen|trajna fermentirana kobasica",Dimljeno|Sušeno,3955,3955,0,4121,YES,YES,YES,200,302827,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2089,publish,"KABANOSY (TANKE SUHE KOBASICE)",https://drycured.com/recepti-baza/kabanosy-tanke-suhe-kobasice/,Poljska,"Suha kobasica","dimljenje + sušenje",4151,4151,0,4164,YES,YES,YES,200,303070,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2090,private,"KASZANKA (POLJSKA KRVAVICA)",https://drycured.com/?post_type=dry_recipe&p=2090,Poljska,"suhomesnati proizvod",dimljenje,3791,3791,0,5198,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2091,private,"Morcela de Assar (Krvavica za Pečenje)",https://drycured.com/?post_type=dry_recipe&p=2091,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + zrenje",3635,3635,0,6243,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2092,publish,"Crikvenička Panceta",https://drycured.com/recepti-baza/crikvenicka-panceta/,Hrvatska,"Sušeni dimljeni cijeli komad",sušenje,3249,3249,0,3585,YES,YES,YES,200,302909,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2093,publish,"Stara Koprivnička Salama ""Šokačka Priča""",https://drycured.com/recepti-baza/stara-koprivnicka-salama-sokacka-prica/,Hrvatska,"suha salama",Sušeno,4115,4115,0,7173,YES,YES,YES,200,303318,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2094,publish,"Pitomački ""Divlji Kulen""",https://drycured.com/recepti-baza/pitomacki-divlji-kulen/,Hrvatska,"Kulen|trajna fermentirana kobasica",Dimljeno|Sušeno,3995,3995,0,6784,YES,YES,YES,200,302960,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2095,draft,"Posebne tehnike i napomene",https://drycured.com/?post_type=dry_recipe&p=2095,Rumunjska,Kobasice,,0,0,0,2499,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2096,publish,"SLĂNINĂ AFUMATĂ (Dimljena slanina)",https://drycured.com/recepti-baza/slanina-afumata-dimljena-slanina/,Rumunjska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje",3643,3643,0,6530,YES,YES,YES,200,303208,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2097,publish,"CHIȘCĂ (Puhana želuca s krvlju)",https://drycured.com/recepti-baza/chisca-puhana-zeluca-s-krvlju/,Hrvatska,"suhomesnati proizvod",,3895,3895,0,7169,YES,YES,YES,200,303115,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2098,draft,"Novih Ruskih Recepata za Suhomesnate Proizvode",https://drycured.com/?post_type=dry_recipe&p=2098,Rusija,"Pancete i slanine",Sušeno,0,0,0,4216,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2099,draft,"Salo (Сало - Slana svinjeća slanina)",https://drycured.com/?post_type=dry_recipe&p=2099,Rusija,"Pancete i slanine",Sušeno,0,0,0,4126,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2100,publish,"Miholjačka Začinska Salama",https://drycured.com/recepti-baza/miholjacka-zacinska-salama/,Hrvatska,"suha salama","dimljenje + sušenje",3963,3963,0,5252,YES,YES,YES,200,303016,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2101,publish,"Vinkovački Slavonski Kulen - Stara obiteljska receptura",https://drycured.com/recepti-baza/vinkovacki-slavonski-kulen-stara-obiteljska-receptura/,Hrvatska,"Kulen|trajna fermentirana kobasica","dimljenje + sušenje",4105,4105,0,5326,YES,YES,YES,200,303534,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2102,publish,"Slovačka slanina (Slovenská slanina)",https://drycured.com/recepti-baza/slovacka-slanina-slovenska-slanina/,Slovačka,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",3485,3485,0,6814,YES,YES,YES,200,303228,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2103,publish,"Kranjska klobasa (Kranjska kobasica)",https://drycured.com/recepti-baza/kranjska-klobasa-kranjska-kobasica/,Slovenija,"Suha kobasica","mljevenje + punjenje + toplinska obrada/dimljenje prema specifikaciji",4072,4072,0,6466,YES,YES,YES,200,303156,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2104,publish,"Kraški pršut",https://drycured.com/recepti-baza/kraski-prsut/,Slovenija,"Pršut|sušena šunka","suho soljenje + sušenje + zrenje",3270,3270,0,6153,YES,YES,YES,200,302802,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2105,draft,"Belokranjska jagenjčara",https://drycured.com/?post_type=dry_recipe&p=2105,Slovenija,Kobasice,Sušeno,0,0,0,6862,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2106,publish,"Gorenjska zaseka",https://drycured.com/recepti-baza/gorenjska-zaseka/,Hrvatska,"Sušeni dimljeni cijeli komad",zrenje,3534,3534,0,6511,YES,YES,YES,200,302838,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2107,publish,"Vipavska panceta",https://drycured.com/recepti-baza/vipavska-panceta/,Slovenija,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje + soljenje/salamurenje",3704,3704,0,6887,YES,YES,YES,200,302838,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2108,publish,"Tolminska salama",https://drycured.com/recepti-baza/tolminska-salama/,Hrvatska,"suha salama","fermentacija + dimljenje + sušenje + zrenje",4277,4277,0,6861,YES,YES,YES,200,302794,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2109,draft,"Recepata za Suhomesnate Proizvode iz Crne Gore - Dokument #1",https://drycured.com/?post_type=dry_recipe&p=2109,"Crna Gora","Pršuti i šunke",Dimljeno,0,0,0,6010,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2110,publish,"Crnogorska Slanina (Durmitorska panćeta)",https://drycured.com/recepti-baza/crnogorska-slanina-durmitorska-panceta/,"Crna Gora","Sušeni dimljeni cijeli komad","dimljenje + sušenje",3320,3320,0,5839,YES,YES,YES,200,303286,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2111,publish,"LANDJÄGER (TRADICIONALNE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/landjager-tradicionalne-dimljene-kobasice/,Švicarska,"Suha kobasica","dimljenje + sušenje",4138,4138,0,6576,YES,YES,YES,200,303315,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2112,draft,"NOVIH ŠVICARSKIH RECEPATA ZA SUHOMESNATE PROIZVODE",https://drycured.com/?post_type=dry_recipe&p=2112,Švicarska,Kobasice,,0,0,0,6751,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2113,publish,"VACHERIN FRIBOURGEOIS METTWURST (DIMLJENA KOBASICA S ALPSKIM SIROM)",https://drycured.com/recepti-baza/vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom/,Švicarska,"Suha kobasica","dimljenje + sušenje",4251,4251,0,6763,YES,YES,YES,200,303753,YES,7,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2114,private,"ST. GALLER OLMA-BRATWURST (TELEĆA KOBASICA ZA PEČENJE)",https://drycured.com/?post_type=dry_recipe&p=2114,Švicarska,"Suha kobasica",sušenje,4279,4279,0,6830,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2115,publish,"BRESAOLA DELLA VALTELLINA",https://drycured.com/recepti-baza/bresaola-della-valtellina/,Italija,"Sušeni cijeli komad","soljenje + sušenje + zrenje",3511,3511,0,9444,YES,YES,YES,200,302957,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2116,publish,"COPPA PIACENTINA",https://drycured.com/recepti-baza/coppa-piacentina/,Italija,"coppa|sušeni svinjski vrat","soljenje + zrenje",3777,3777,0,6027,YES,YES,YES,200,302786,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2117,draft,"Finocchiona Toscana IGP — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2117,Italija,Salama,Fermentirano|Sušeno|Zrelo,0,0,0,6890,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2118,draft,"Mortadella Bologna IGP — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2118,Italija,Kobasica,Bareno|Kuhano,0,0,0,5834,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2119,draft,"Prosciutto di San Daniele DOP — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2119,Italija,Pršut,Nedimljeno|Sušeno|Zrelo,0,0,0,4591,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2120,draft,"Lardo di Colonnata IGP — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2120,Italija,Slanina,Sušeno|Zrelo,0,0,0,5379,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2121,draft,"Chorizo Riojano IGP — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2121,Španjolska,Kobasica,Fermentirano|Sušeno,0,0,0,5527,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2122,draft,"Traditional Cumberland Sausage PGI — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2122,"Ujedinjeno Kraljevstvo",Kobasica,"Svježe|Za pečenje",0,0,0,6276,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2123,draft,"Kabanosy staropolskie TSG — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2123,Poljska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,5554,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2124,draft,"Kraški pršut PGI — edukativni profil",https://drycured.com/?post_type=dry_recipe&p=2124,Slovenija,Pršut,Nedimljeno|Sušeno|Zrelo,0,0,0,4299,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2186,draft,"Slavonski kulen / Slavonski kulin — ZOZP",https://drycured.com/?post_type=dry_recipe&p=2186,Hrvatska,Kulen,Dimljeno|Fermentirano|Sušeno|Zrelo,0,0,0,7073,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2187,draft,"Slavonska kobasica — ZOZP",https://drycured.com/?post_type=dry_recipe&p=2187,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,5884,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2188,draft,"Slavonska cajna kobasica — tradicijska",https://drycured.com/?post_type=dry_recipe&p=2188,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,5682,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2189,draft,"Slavonska sušena slanina / Slavonski špek",https://drycured.com/?post_type=dry_recipe&p=2189,Hrvatska,Slanina,Dimljeno|Sušeno,0,0,0,5182,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2224,draft,"Domaći pršut",https://drycured.com/?post_type=dry_recipe&p=2224,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,4588,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2225,draft,"Suha šunka",https://drycured.com/?post_type=dry_recipe&p=2225,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1172,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2226,draft,"Suha lopatica / plećka",https://drycured.com/?post_type=dry_recipe&p=2226,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1122,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2227,draft,"Svinjska rolanka",https://drycured.com/?post_type=dry_recipe&p=2227,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1211,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2228,draft,"Domaća slanina / panceta",https://drycured.com/?post_type=dry_recipe&p=2228,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1214,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2229,draft,"Suha vratina",https://drycured.com/?post_type=dry_recipe&p=2229,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1316,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2230,draft,"Suhi kare / pečenica",https://drycured.com/?post_type=dry_recipe&p=2230,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1079,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2231,draft,"Suha rebra",https://drycured.com/?post_type=dry_recipe&p=2231,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1022,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2232,draft,"Suhe koljenice",https://drycured.com/?post_type=dry_recipe&p=2232,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1069,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2233,draft,"Suhe nogice i rep",https://drycured.com/?post_type=dry_recipe&p=2233,Hrvatska,Kobasica,Dimljeno|Sušeno|Zrelo,0,0,0,1061,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2235,draft,"Domaće Svinjske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2235,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2247,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2236,draft,"Domaće Slaninske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2236,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2144,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2237,draft,"Slavonske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2237,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2186,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2238,draft,"Velikogoričke Kobasice",https://drycured.com/?post_type=dry_recipe&p=2238,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2314,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2239,draft,"Kranjske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2239,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2349,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2240,draft,"Ratarske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2240,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2216,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2241,draft,"Turopoljske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2241,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2358,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2242,draft,"Prokupljanske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2242,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2174,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2243,draft,"Vinogradarske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2243,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2220,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2244,draft,"Šestinske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2244,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2275,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2245,draft,"Gračanske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2245,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2338,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2246,draft,"Horgoške Kobasice",https://drycured.com/?post_type=dry_recipe&p=2246,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2136,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2247,draft,"Uskrsne Kobasice",https://drycured.com/?post_type=dry_recipe&p=2247,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2284,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2248,draft,"Kukuruzne Kobasice",https://drycured.com/?post_type=dry_recipe&p=2248,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2473,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2249,draft,"Primorske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2249,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2148,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2250,draft,"Sinjske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2250,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2161,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2251,draft,"Podravske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2251,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2382,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2252,draft,"Proljetne Kobasice",https://drycured.com/?post_type=dry_recipe&p=2252,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2290,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2253,draft,"Ljetne Kobasice",https://drycured.com/?post_type=dry_recipe&p=2253,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2358,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2254,draft,"Đakovačke Kobasice",https://drycured.com/?post_type=dry_recipe&p=2254,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2242,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2255,draft,"Ličke Kobasice",https://drycured.com/?post_type=dry_recipe&p=2255,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2216,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2256,draft,"Istarske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2256,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2375,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2257,draft,"Pokupske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2257,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2134,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2258,draft,"Ljute Kobasice",https://drycured.com/?post_type=dry_recipe&p=2258,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2334,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2259,draft,"Salaške Kobasice",https://drycured.com/?post_type=dry_recipe&p=2259,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2239,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2260,draft,"Srijemske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2260,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2224,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2261,draft,"Slatinske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2261,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2379,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2262,draft,"Kolinjske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2262,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2206,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2263,draft,"Velebitske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2263,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2208,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2264,draft,"Pučke Kobasice",https://drycured.com/?post_type=dry_recipe&p=2264,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2170,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2265,draft,"Domaće Kratke Kobasice",https://drycured.com/?post_type=dry_recipe&p=2265,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2302,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2266,draft,"Zagorske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2266,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2354,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2267,draft,"Roštilj Kobasice",https://drycured.com/?post_type=dry_recipe&p=2267,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2217,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2268,draft,"Seljačke Kobasice",https://drycured.com/?post_type=dry_recipe&p=2268,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2283,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2269,draft,"Starogradske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2269,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2395,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2270,draft,"Začinske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2270,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2510,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2271,draft,"Pivske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2271,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2080,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2272,draft,"Gurmanske Kobasice",https://drycured.com/?post_type=dry_recipe&p=2272,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2157,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2273,draft,"Domaći Kulin",https://drycured.com/?post_type=dry_recipe&p=2273,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2120,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2274,draft,"Kulinova Seka",https://drycured.com/?post_type=dry_recipe&p=2274,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2203,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2275,draft,"Sinjski Sudžuk",https://drycured.com/?post_type=dry_recipe&p=2275,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2107,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2276,draft,"Domaća Salama",https://drycured.com/?post_type=dry_recipe&p=2276,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2184,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2277,draft,"Baranjska Salama",https://drycured.com/?post_type=dry_recipe&p=2277,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2115,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2278,draft,"Samoborske Češnjovke",https://drycured.com/?post_type=dry_recipe&p=2278,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2171,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2279,draft,"Domaće Pečenice",https://drycured.com/?post_type=dry_recipe&p=2279,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2232,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2280,draft,"Goriške Pečenice",https://drycured.com/?post_type=dry_recipe&p=2280,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2198,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2281,draft,"Obiteljske Pečenice",https://drycured.com/?post_type=dry_recipe&p=2281,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2447,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2282,draft,"Seoske Pečenice",https://drycured.com/?post_type=dry_recipe&p=2282,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2278,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2283,draft,"Krepke Pečenice",https://drycured.com/?post_type=dry_recipe&p=2283,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2343,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2284,draft,"Dijetne Pečenice",https://drycured.com/?post_type=dry_recipe&p=2284,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2126,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2285,draft,"Alpske Pečenice",https://drycured.com/?post_type=dry_recipe&p=2285,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2262,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2286,draft,"Domaće Krvavice",https://drycured.com/?post_type=dry_recipe&p=2286,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2450,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2287,draft,"Zagorske Krvavice",https://drycured.com/?post_type=dry_recipe&p=2287,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2396,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2288,draft,"Zagrebačke Krvavice",https://drycured.com/?post_type=dry_recipe&p=2288,Hrvatska,Kobasica,Dimljeno|Fermentirano|Sušeno,0,0,0,2520,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
