post_id,title,url,post_status,detected_type,confidence,score_ground,score_whole,score_thermal,score_fish,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_phase_time_or_params,has_nitrite,has_nitrite_note,has_fallback_internal,has_problem_signal,has_solution_signal,public_fetch_status,public_fetch_error,audit_status,public_update_gate,block_reasons,v1_1_final_type,v1_1_type_source,v1_1_type_reason,v1_1_public_update_gate,v1_1_block_reasons,v1_1_work_priority
2021,Cumberland kobasica,https://drycured.com/recepti-baza/cumberland-kobasica/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2022,Recepti za salame i suhomesnate proizvode iz europskih zemalja,https://drycured.com/?post_type=dry_recipe&p=2022,draft,GROUND_MEAT_OR_CASING,medium,3,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PROBLEM_WITHOUT_SOLUTION_SIGNAL,NEEDS_CLASSIFICATION,BLOCK,NOISE_OR_COLLECTION:recepti za,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PROBLEM_WITHOUT_SOLUTION_SIGNAL;NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2023,?? Grčki tradicionalni recept &#8211; Loukaniko,https://drycured.com/recepti-baza/grcki-tradicionalni-recept-loukaniko/,publish,GROUND_MEAT_OR_CASING,high,8,2,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2024,Slovački recept &#8211; Turistická Saláma,https://drycured.com/?post_type=dry_recipe&p=2024,draft,GROUND_MEAT_OR_CASING,medium,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2025,Recepti za salame i suhomesnate proizvode iz evropskih zemalja,https://drycured.com/?post_type=dry_recipe&p=2025,draft,GROUND_MEAT_OR_CASING,medium,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PROBLEM_WITHOUT_SOLUTION_SIGNAL,NEEDS_CLASSIFICATION,BLOCK,NOISE_OR_COLLECTION:recepti za,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PROBLEM_WITHOUT_SOLUTION_SIGNAL;NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2026,?? Španjolski recept za chorizo,https://drycured.com/recepti-baza/spanjolski-recept-za-chorizo/,publish,GROUND_MEAT_OR_CASING,high,8,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2027,Nemački recept za Mettwurst,https://drycured.com/?post_type=dry_recipe&p=2027,draft,NEEDS_CLASSIFICATION,none,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,RECLASSIFY,GROUND_TITLE:mettwurst,FAIL,NEEDS_CLASSIFICATION;PROBLEM_WITHOUT_SOLUTION_SIGNAL;GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;GROUND_MISSING_CASING,C_NONPUBLIC_BLOCKED
2028,Češki Špekáček (Špek Kobasica),https://drycured.com/recepti-baza/ceski-spekacek-spek-kobasica/,publish,GROUND_MEAT_OR_CASING,high,8,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2029,JAMBON DE BAYONNE,https://drycured.com/recepti-baza/jambon-de-bayonne/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:jambon,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2030,Saucisson Sec (Suha kobasica),https://drycured.com/?post_type=dry_recipe&p=2030,draft,GROUND_MEAT_OR_CASING,high,5,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
2031,RILLETTES DU MANS,https://drycured.com/?post_type=dry_recipe&p=2031,draft,WHOLE_CUT,medium,1,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2032,Coppa (Kapula),https://drycured.com/recepti-baza/coppa-kapula/,publish,GROUND_MEAT_OR_CASING,high,6,3,0,2,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:coppa,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2033,Andouille de Guémené,https://drycured.com/recepti-baza/andouille-de-guemene/,publish,GROUND_MEAT_OR_CASING,high,8,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2034,JÉSUS DE LYON,https://drycured.com/?post_type=dry_recipe&p=2034,draft,GROUND_MEAT_OR_CASING,medium,3,2,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2035,Privatno: Tradicionalna irska krvavica (Black Pudding),https://drycured.com/?post_type=dry_recipe&p=2035,private,GROUND_MEAT_OR_CASING,high,8,2,1,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,THERMAL_PROCESSED,RECLASSIFY,"THERMAL_TITLE:krvavica,black pudding",FAIL,THERMAL_MISSING_PROCESS,C_NONPUBLIC_BLOCKED
2036,Privatno: Irska bijela krvavica (White Pudding),https://drycured.com/?post_type=dry_recipe&p=2036,private,GROUND_MEAT_OR_CASING,high,7,3,1,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,THERMAL_PROCESSED,RECLASSIFY,"THERMAL_TITLE:krvavica,white pudding",FAIL,THERMAL_MISSING_PROCESS,C_NONPUBLIC_BLOCKED
2037,Hangikjöt (Dimljeni janjeti but),https://drycured.com/recepti-baza/hangikjot-dimljeni-janjeti-but/,publish,GROUND_MEAT_OR_CASING,medium,7,6,1,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,200,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:dimljeni janjeti but,PASS,,B_PUBLIC_REVIEW_READY
2038,Heilhornað Hangikjöt (Sušena janjeća rebra),https://drycured.com/?post_type=dry_recipe&p=2038,draft,WHOLE_CUT,high,2,5,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2039,Ukrajinska Domashnia Kovbasa (Domaća Kobasica),https://drycured.com/recepti-baza/ukrajinska-domashnia-kovbasa-domaca-kobasica/,publish,GROUND_MEAT_OR_CASING,high,8,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2040,Mađarski Pick Salami (Pick Szalámi),https://drycured.com/?post_type=dry_recipe&p=2040,draft,GROUND_MEAT_OR_CASING,medium,3,2,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2041,Mađarska Slanina (Szalonna),https://drycured.com/?post_type=dry_recipe&p=2041,draft,WHOLE_CUT,high,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:slanina,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2042,BALMOȘ CU SLANINĂ (PALENTA SA SLANINOM),https://drycured.com/recepti-baza/balmos-cu-slanina-palenta-sa-slaninom/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2043,PFÄLZER SAUMAGEN (FALAČKA SVINJSKA ŽELUDAC-KOBASICA),https://drycured.com/recepti-baza/pfalzer-saumagen-falacka-svinjska-zeludac-kobasica/,publish,GROUND_MEAT_OR_CASING,high,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2044,Privatno: NÜRNBERGER BRATWURST (NIRNBERŠKA KOBASICA ZA PEČENJE),https://drycured.com/?post_type=dry_recipe&p=2044,private,GROUND_MEAT_OR_CASING,high,8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,THERMAL_PROCESSED,RECLASSIFY,"THERMAL_TITLE:bratwurst,kobasica za pecenje",PASS,,D_NONPUBLIC_REVIEW_READY
2045,Privatno: Salata sa Schinkenspeck kobasicama,https://drycured.com/?post_type=dry_recipe&p=2045,private,GROUND_MEAT_OR_CASING,high,7,4,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,RECLASSIFY,"WHOLE_CUT_TITLE:speck,schinken",PASS,,D_NONPUBLIC_REVIEW_READY
2046,Privatno: Rinderbeiried sendvič,https://drycured.com/?post_type=dry_recipe&p=2046,private,GROUND_MEAT_OR_CASING,high,6,3,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
2047,Domaći Bratwurst,https://drycured.com/recepti-baza/domaci-bratwurst/,publish,NEEDS_CLASSIFICATION,low,7,7,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,THERMAL_PROCESSED,RECLASSIFY,THERMAL_TITLE:bratwurst,FAIL,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT;THERMAL_MISSING_PROCESS,A_PUBLIC_BLOCKED
2048,Privatno: Domaći Leberwurst (Pašteta od jetre),https://drycured.com/?post_type=dry_recipe&p=2048,private,GROUND_MEAT_OR_CASING,high,8,2,4,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,THERMAL_PROCESSED,RECLASSIFY,"THERMAL_TITLE:leberwurst,pasteta",FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2049,Hausmacher Mettwurst (Domaća dimljena kobasica za mazanje),https://drycured.com/recepti-baza/hausmacher-mettwurst-domaca-dimljena-kobasica-za-mazanje/,publish,GROUND_MEAT_OR_CASING,high,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2050,Secallona &#8211; Tradicionalna Katalonska Sušena Slanina,https://drycured.com/?post_type=dry_recipe&p=2050,draft,WHOLE_CUT,high,4,5,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:slanina,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2051,ŠKOTSKI LORNE SAUSAGE (ČETVRTASTI KOBASIČASTI ODREZAK),https://drycured.com/recepti-baza/skotski-lorne-sausage-cetvrtasti-kobasicasti-odrezak/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2052,Jamón Ibérico de Bellota &#8211; Iberijski Pršut od Žira,https://drycured.com/recepti-baza/jamon-iberico-de-bellota-iberijski-prsut-od-zira/,publish,WHOLE_CUT,high,5,9,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:prsut,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2053,Chorizo de Pamplona &#8211; Čorizo iz Pamplone,https://drycured.com/recepti-baza/chorizo-de-pamplona-corizo-iz-pamplone/,publish,GROUND_MEAT_OR_CASING,high,8,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2054,Sobrasada Mallorquina &#8211; Majorška Sobrasada,https://drycured.com/?post_type=dry_recipe&p=2054,draft,GROUND_MEAT_OR_CASING,medium,3,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;PHASE_MISSING_TIME_OR_PARAMS;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;PHASE_MISSING_TIME_OR_PARAMS;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2055,Coppa Piacentina &#8211; Piacentinska Coppa,https://drycured.com/recepti-baza/coppa-piacentina-piacentinska-coppa/,publish,GROUND_MEAT_OR_CASING,high,6,2,0,2,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:coppa,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2056,Nduja Calabrese &#8211; Kalabrijska Nduja,https://drycured.com/recepti-baza/nduja-calabrese-kalabrijska-nduja/,publish,WHOLE_CUT,medium,6,7,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2057,Bresaola Valtellinese &#8211; Valtelinska Bresaola,https://drycured.com/recepti-baza/bresaola-valtellinese-valtelinska-bresaola/,publish,WHOLE_CUT,high,5,7,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:bresaola,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2058,Guanciale Romano &#8211; Rimski Guanciale,https://drycured.com/recepti-baza/guanciale-romano-rimski-guanciale/,publish,GROUND_MEAT_OR_CASING,medium,6,5,0,2,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:guanciale,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2059,SALAME MILANO &#8211; MILANSKA SALAMA,https://drycured.com/recepti-baza/salame-milano-milanska-salama/,publish,GROUND_MEAT_OR_CASING,high,9,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2060,SOPPRESSATA CALABRESE &#8211; KALABRIJSKA SOPPRESSATA,https://drycured.com/recepti-baza/soppressata-calabrese-kalabrijska-soppressata/,publish,GROUND_MEAT_OR_CASING,high,7,3,0,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2061,PROSCIUTTO DI PARMA &#8211; PARMSKA ŠUNKA,https://drycured.com/recepti-baza/prosciutto-di-parma-parmska-sunka/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:prosciutto,parma,sunka",FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2062,PANCETTA ARROTOLATA &#8211; ROLANA PANCETA,https://drycured.com/recepti-baza/pancetta-arrotolata-rolana-panceta/,publish,WHOLE_CUT,high,5,7,0,2,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:pancetta,panceta",FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2063,FINOCCHIONA TOSCANA &#8211; TOSKANSKA KOBASICA S KOMORAČEM,https://drycured.com/recepti-baza/finocchiona-toscana-toskanska-kobasica-s-komoracem/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2064,COPPA (CAPOCOLLO) &#8211; TALIJANSKA VRATINA,https://drycured.com/recepti-baza/coppa-capocollo-talijanska-vratina/,publish,GROUND_MEAT_OR_CASING,medium,7,6,0,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,200,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,RECLASSIFY,"WHOLE_CUT_TITLE:coppa,capocollo,vratina",PASS,,B_PUBLIC_REVIEW_READY
2065,Tiroler Speck (Tirolska slanina),https://drycured.com/?post_type=dry_recipe&p=2065,draft,WHOLE_CUT,medium,2,4,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,PHASE_MISSING_TIME_OR_PARAMS;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:speck,slanina",FAIL,PHASE_MISSING_TIME_OR_PARAMS;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2066,Kärntner Wurzelspeck (Koruška korijenska slanina),https://drycured.com/?post_type=dry_recipe&p=2066,draft,WHOLE_CUT,medium,2,4,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,PHASE_MISSING_TIME_OR_PARAMS;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:speck,slanina",FAIL,PHASE_MISSING_TIME_OR_PARAMS;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2067,Waldviertler Hirschsalami (Salama od jelena iz Waldviertela),https://drycured.com/?post_type=dry_recipe&p=2067,draft,GROUND_MEAT_OR_CASING,medium,3,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2068,SAUCISSON D&#8217;ARDENNE (ARDENSKI KULEN),https://drycured.com/?post_type=dry_recipe&p=2068,draft,GROUND_MEAT_OR_CASING,high,6,1,0,2,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
